CORP_KEY|CIFID|CORP_REP_KEY|TYPE|STR1|STR2|STR3|STR4|STR5|STR6|STR7|STR8|STR9|STR10|STR11|DATE1|STR12|DATE2|AMOUNT1|AMOUNT2|AMOUNT3|AMOUNT4|SMALL_STR1|SMALL_STR2|SMALL_STR3|SMALL_STR4|SMALL_STR5|SMALL_STR6|SMALL_STR7|SMALL_STR8|SMALL_STR9|SMALL_STR10|MED_STR1|MED_STR2|MED_STR3|MED_STR4|MED_STR5|MED_STR6|MED_STR7|MED_STR8|MED_STR9|MED_STR10|LARGE_STR1|LARGE_STR2|LARGE_STR3|LARGE_STR4|LARGE_STR5|DATE3|DATE4|DATE5|DATE6|DATE7|DATE8|DATE9|DATE10|NUMBER1|NUMBER2|NUMBER3|NUMBER4|NUMBER5|NUMBER6|NUMBER7|NUMBER8|NUMBER9|NUMBER10|DECIMAL1|DECIMAL2|DECIMAL3|DECIMAL4|DECIMAL5|DECIMAL6|DECIMAL7|DECIMAL8|DECIMAL9|DECIMAL10|ENTITYTYPE|STR43|STR44|STR45|STR46|STR47|STR48|STR49|STR50|ORGKEY|STR21|STR22|STR23|STR24|STR25|STR26|STR27|STR28|STR29|STR30|STR31|STR32|STR38|STR39|STR40|STR41|STR42|DBFLOAT1|DBFLOAT2|DBFLOAT3|DBFLOAT4|DBFLOAT5|AMOUNT5|FLAG1|FLAG2|FLAG3|FLAG4|FLAG5|INT1|INT2|INT3|INT4|INT5|INT6|INT7|INT8|INT9|INT10|INT11|INT12|INT13|INT14|INT15|MLUSERFIELD1|MLUSERFIELD2|MLUSERFIELD3|MLUSERFIELD4|MLUSERFIELD5|STR1_CODE|STR2_CODE|STR3_CODE|STR4_CODE|STR5_CODE|CORE_CUST_ID|CORE_CHILD_CUST_ID|PERCENTAGE1|PERCENTAGE2|PERCENTAGE3|PERCENTAGE4|PERCENTAGE5|BANK_ID|STR4_ALT1|STR5_ALT1|STR1_ALT1
C000188625|C000188625||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000188625||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000188614|C000188614||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000188614||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000188650|C000188650||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000188650||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000188642|C000188642||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000188642||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000188598|C000188598||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000188598||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000188665|C000188665||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000188665||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000188612|C000188612||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000188612||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000188651|C000188651||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000188651||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000188420|C000188420||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000188420||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000188492|C000188492||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000188492||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000188581|C000188581||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000188581||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000188513|C000188513||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000188513||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000188652|C000188652||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000188652||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000188748|C000188748||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000188748||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000160159|C000160159||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000160159||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000160183|C000160183||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000160183||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000160209|C000160209||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000160209||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000160211|C000160211||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000160211||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000160329|C000160329||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000160329||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000155865|C000155865||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000155865||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000120647|C000120647||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000120647||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000123178|C000123178||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000123178||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000123182|C000123182||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000123182||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000123624|C000123624||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000123624||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000123711|C000123711||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000123711||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000123747|C000123747||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000123747||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000123792|C000123792||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000123792||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000160499|C000160499||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000160499||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000160490|C000160490||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000160490||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000160494|C000160494||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000160494||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000160613|C000160613||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000160613||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000160623|C000160623||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000160623||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000160710|C000160710||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000160710||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000160709|C000160709||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000160709||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000160703|C000160703||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000160703||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000160735|C000160735||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000160735||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000160768|C000160768||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000160768||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000160758|C000160758||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000160758||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000160776|C000160776||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000160776||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000111770|C000111770||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000111770||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000111650|C000111650||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000111650||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000111769|C000111769||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000111769||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000140274|C000140274||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000140274||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000153897|C000153897||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000153897||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000112862|C000112862||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000112862||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000160294|C000160294||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000160294||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000160784|C000160784||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000160784||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000147412|C000147412||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000147412||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000230651|C000230651||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000230651||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000230696|C000230696||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000230696||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000230598|C000230598||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000230598||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000230716|C000230716||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000230716||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000230693|C000230693||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000230693||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000230774|C000230774||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000230774||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000230722|C000230722||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000230722||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000230562|C000230562||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000230562||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000230715|C000230715||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000230715||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000230762|C000230762||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000230762||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000230412|C000230412||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000230412||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000230686|C000230686||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000230686||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000242822|C000242822||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000242822||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000242534|C000242534||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000242534||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000242995|C000242995||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000242995||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000242957|C000242957||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000242957||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000242970|C000242970||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000242970||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000243042|C000243042||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000243042||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000243377|C000243377||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000243377||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000243380|C000243380||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000243380||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000243331|C000243331||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000243331||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000243399|C000243399||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000243399||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000243488|C000243488||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000243488||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000243484|C000243484||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000243484||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000243499|C000243499||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000243499||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000243489|C000243489||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000243489||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000243507|C000243507||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000243507||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000243095|C000243095||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000243095||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000243183|C000243183||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000243183||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000243536|C000243536||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000243536||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000243654|C000243654||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000243654||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000243046|C000243046||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000243046||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000243086|C000243086||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000243086||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000243365|C000243365||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000243365||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000243575|C000243575||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000243575||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000129909|C000129909||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000129909||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000143631|C000143631||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000143631||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000143771|C000143771||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000143771||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000143901|C000143901||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000143901||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000143907|C000143907||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000143907||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000143853|C000143853||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000143853||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000113527|C000113527||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000113527||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000007292|C000007292||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000007292||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000160801|C000160801||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000160801||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000160729|C000160729||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000160729||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000160834|C000160834||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000160834||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000129216|C000129216||CURRENCY|USD|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000129216||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000129646|C000129646||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000129646||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000129152|C000129152||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000129152||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000129750|C000129750||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000129750||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000129846|C000129846||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000129846||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000131776|C000131776||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000131776||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000131778|C000131778||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000131778||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000131787|C000131787||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000131787||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000131903|C000131903||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000131903||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000131922|C000131922||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000131922||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000131937|C000131937||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000131937||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000131789|C000131789||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000131789||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000131906|C000131906||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000131906||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000132128|C000132128||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000132128||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
C000132178|C000132178||CURRENCY|NPR|||||||||||31-12-2099|||0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||CUSTOMER|||||||||C000132178||||||||||||||||||||||||||||||||||||||||||||||||||||||||0|0|0|||01|||
